"Arm0","Arm1","Arm2","Arm3","Arm4","Arm5"
-11,0,-18,0,-1,0
-47,0,0,0,8,0
52,41,-74,0,0,0
-16,73,-68,0,81,0
20,0,45,0,0,0
0,74,74,0,43,0
0,60,0,0,0,0
89,13,46,0,34,0
87,0,-77,0,88,0
-93,37,0,0,-19,22
-88,98,-45,0,23,0
0,34,0,0,0,0
48,-90,47,0,0,0
92,-98,57,0,89,0
0,45,0,0,0,0
0,0,42,0,0,0
-73,0,0,0,0,0
-18,0,0,0,0,0
-14,0,55,0,69,0
100,0,0,0,-23,0
4,0,65,0,0,0
-53,0,-41,0,0,0
-42,0,97,0,0,0
0,0,-67,0,-21,80
0,-80,-33,0,41,0
-9,89,0,0,-81,0
0,0,57,0,0,0
-95,0,58,0,0,0
0,-12,78,0,81,0
46,0,38,0,51,0
-89,0,-34,0,1,0
28,-19,-11,0,-86,27
65,-71,62,0,36,-17
-32,-78,-37,0,0,0
0,-79,80,0,0,0
-85,88,7,0,0,0
59,81,-49,0,0,0
52,65,98,0,0,0
54,0,-27,0,95,0
0,0,-6,0,10,0
0,0,-9,0,0,0
0,-17,62,0,0,0
90,0,18,0,0,0
-50,0,0,0,33,45
0,0,0,0,0,0
9,0,-80,0,24,0
-33,-54,-54,0,-40,0
0,84,-100,0,68,73
49,0,36,0,-28,0
0,0,0,0,0,0
8,0,0,0,23,0
-95,24,23,0,-70,0
-27,-8,16,22,0,0
0,61,0,-68,0,0
-25,0,15,100,0,-33
0,-41,-21,0,0,0
0,-72,21,0,0,0
-78,29,0,0,0,0
0,0,-32,-98,0,-21
0,0,0,0,0,0
40,8,98,0,80,0
0,0,65,0,0,0
0,0,14,0,50,-52
0,0,-2,0,2,0
0,0,-96,0,60,0
-36,0,0,0,0,0
0,0,-11,0,-89,0
0,0,60,0,0,-57
0,42,-17,0,0,0
0,0,0,0,-89,0
83,0,0,0,-38,0
0,0,0,0,0,0
-31,0,0,0,0,0
-88,0,0,70,0,0
0,0,-54,0,0,0
-77,0,0,0,0,0
0,95,-64,0,42,0
0,-93,0,0,0,0
91,-49,-93,0,-42,0
0,-69,-69,0,0,0
97,0,50,0,96,0
-84,52,52,0,0,0
0,76,-62,0,0,20
-60,-49,-52,0,0,0
-82,0,21,0,0,0
49,0,-37,0,60,-72
0,0,-96,0,-15,0
-48,0,-51,0,55,0
37,0,20,0,-78,-71
0,0,-65,0,-97,0
60,0,52,0,0,0
0,0,0,0,0,0
29,0,28,0,0,0
-13,43,-11,0,0,0
100,0,22,0,0,0
0,93,0,0,0,0
0,-39,21,0,0,0
-21,0,-68,93,0,0
6,51,-69,0,-64,0
-86,-91,-71,0,0,0
0,46,65,-51,-42,0
0,8,-3,0,0,0
0,0,0,0,0,0
-1,99,2,0,0,0
40,0,-27,0,-100,0
-77,0,-13,0,80,0
-1,14,56,0,-67,0
-52,0,23,0,52,0
36,0,0,0,-37,0
0,0,0,0,0,0
-30,0,82,0,0,0
-26,0,-15,0,-19,0
0,28,-91,0,0,0
-18,0,0,0,0,0
84,0,94,0,0,0
-33,-96,0,0,0,0
0,0,-30,-100,0,0
0,0,-82,0,-92,0
0,0,-68,0,12,0
-60,-55,-52,0,62,0
3,0,54,0,0,0
0,-2,-8,0,0,0
0,0,46,0,50,0
-62,0,-1,0,63,-79
0,0,29,0,-98,-80
0,-12,0,0,-28,17
47,76,0,0,-81,0
0,0,-98,0,51,0
-37,25,0,0,0,0
0,25,-23,0,0,50
0,0,48,0,0,0
-74,0,13,0,-49,0
-31,0,0,-12,0,-31
0,0,0,0,0,0
0,0,0,0,-73,0
0,0,56,0,0,0
-76,0,80,0,29,0
0,0,54,0,0,0
-91,0,11,0,-20,0
0,0,19,0,0,0
6,0,-2,0,57,54
0,-82,20,-20,25,0
-89,0,-73,0,1,0
0,-24,46,0,0,0
-91,-73,36,0,54,0
-81,78,-64,0,-70,66
-35,51,0,0,-94,-88
87,74,87,0,0,0
-59,17,-47,0,0,68
0,0,100,-53,0,0
-41,-21,-96,86,0,0
81,72,-79,0,0,33
92,85,0,-87,0,0
0,0,64,0,0,46
-52,0,-96,0,0,0
0,0,0,0,34,0
0,0,-73,0,0,0
33,0,37,0,-80,0
-68,0,16,0,-58,0
11,0,89,0,0,0
-75,0,-16,0,7,0
-33,66,37,0,-7,0
0,0,-66,-11,0,0
0,0,-45,0,0,0
0,0,68,0,-25,0
84,-42,-38,-93,-33,0
-86,-94,-91,0,0,0
0,0,0,0,0,0
-100,0,33,0,0,0
0,0,0,0,0,100
43,0,-79,0,0,0
-50,0,14,0,0,0
0,85,-2,0,0,0
60,50,7,0,0,0
3,53,45,0,-49,-59
-39,-11,98,-90,12,-19
5,0,-1,0,0,0
98,0,-77,0,0,0
74,0,26,0,66,-65
0,0,45,0,-87,0
0,0,-7,0,0,0
-44,0,78,0,95,0
-19,0,0,0,-58,81
-80,26,63,-40,-37,0
0,0,0,0,37,0
0,44,5,0,0,0
-2,0,94,80,0,0
0,0,21,-95,0,0
0,-92,45,0,0,0
65,-98,47,0,-99,0
-78,0,92,0,-90,0
0,89,86,0,0,56
0,-54,-17,69,0,0
0,-56,-15,0,0,0
63,46,-7,0,-44,0
0,-11,100,0,0,0
0,97,0,0,0,0
0,19,-50,0,0,68
97,16,31,0,0,0
-4,0,0,88,0,0
0,0,48,-95,0,-48
0,0,0,0,19,0
-99,0,0,0,0,56
0,0,0,27,83,0
0,0,34,0,0,0
0,0,-19,0,0,0
0,0,-99,0,0,0
23,0,0,0,0,0
0,0,36,0,0,0
0,-38,30,0,0,0
0,0,0,0,0,0
-41,-36,50,0,85,0
0,0,0,0,-36,0
89,0,-92,0,-65,0
0,90,61,0,-62,46
95,84,-17,0,87,0
-85,-28,0,0,9,0
0,-75,34,0,0,-5
0,10,-1,0,0,0
6,24,-33,0,-14,0
-78,-51,68,0,-74,0
0,-59,15,0,-79,0
0,0,57,0,71,-97
58,0,85,0,0,0
-62,79,25,0,0,0
34,0,64,0,0,0
0,0,-98,-31,-27,0
-94,0,60,0,0,-15
48,0,98,0,0,0
78,0,29,-20,24,0
0,0,-99,37,0,0
0,0,83,0,0,0
76,0,65,0,0,0
97,0,-7,0,-74,0
0,22,0,0,0,0
12,0,0,0,100,0
13,0,42,0,78,-69
-71,-55,-28,0,95,0
0,0,80,-24,-9,0
0,-28,95,0,-23,0
0,0,67,0,85,0
0,-15,42,0,-40,90
51,-88,59,0,0,0
-53,-100,13,0,0,0
-16,-76,-9,-25,2,0
-20,0,-86,0,-97,0
0,0,-19,0,0,0
-51,0,6,0,0,0
66,0,100,0,12,0
0,52,38,0,92,0
19,0,-90,0,0,0
-34,0,97,0,-87,0
70,0,100,0,69,0
0,0,0,0,0,0
0,-76,81,0,-20,0
17,27,0,0,0,0
-61,-76,-58,0,-14,0
21,0,-77,0,42,0
0,9,0,-77,0,0
0,0,0,0,-30,0
41,5,-92,0,27,0
90,-7,-42,0,0,0
0,15,0,0,0,80
98,-9,-53,0,0,0
0,21,18,0,0,0
0,-74,-36,0,0,0
-91,74,0,0,0,0
-80,20,97,0,0,0
9,0,55,0,0,-93
0,0,42,0,-54,0
35,0,0,0,0,0
0,0,0,0,0,0
0,50,0,-40,-14,0
-34,0,-40,0,-94,0
-45,0,-38,0,98,0
-23,5,-50,0,36,0
23,0,59,0,-49,-50
0,0,-71,0,99,0
0,0,-89,0,55,0
0,-72,24,0,86,0
0,0,0,0,0,0
0,0,96,0,0,-21
-90,94,-14,0,0,0
0,92,-7,0,0,0
0,-81,0,0,0,0
0,-36,0,32,41,0
0,0,58,0,0,0
0,57,0,0,0,0
71,-18,0,0,0,0
-37,-30,-18,0,-75,0
4,18,62,53,0,0
0,0,0,0,0,-83
13,0,0,0,0,0
0,0,-7,0,-55,0
0,0,-30,0,-81,0
14,0,36,-43,28,0
0,0,-89,-14,-35,82
44,0,16,0,76,-84
0,-5,0,0,52,0
18,-1,27,0,0,0
-1,0,0,0,0,68
-72,0,49,0,0,0
-4,0,68,0,0,0
0,-68,2,0,32,0
0,0,0,0,0,0
0,0,-45,0,0,0
14,0,0,0,0,54
0,29,-92,0,33,0
55,80,0,0,15,0
0,-5,0,0,-44,25
0,91,-2,0,62,-2
-75,17,0,0,63,0
0,70,-58,0,1,0
16,-50,20,0,70,0
0,0,0,98,76,0
3,0,0,0,-78,66
96,-16,0,76,15,88
19,0,-50,0,-26,0
28,0,-15,0,0,0
68,-74,-93,0,-75,0
-28,0,0,0,0,0
0,0,0,0,0,-29
0,0,77,0,0,0
0,0,0,0,41,0
0,0,0,0,0,-25
89,28,54,0,0,0
20,-14,0,0,0,0
0,-36,65,0,-64,0
0,0,30,0,-37,72
-31,-82,-81,0,68,28
0,86,-47,0,3,0
97,-72,96,0,-45,0
0,65,94,3,-4,0
52,0,-48,0,0,0
-27,-33,60,0,-49,26
31,-30,0,0,0,-47
-40,-75,21,0,56,0
58,0,8,0,0,0
-89,0,-30,0,0,0
0,0,0,0,0,0
9,0,47,0,0,0
84,0,0,0,0,0
11,0,-5,0,0,0
0,0,9,0,0,-14
-92,0,-62,0,-2,0
0,21,-57,0,0,10
-36,0,89,0,0,-45
-7,0,-68,0,0,0
36,0,-44,0,0,45
0,7,0,0,68,0
73,0,88,0,71,72
55,0,54,0,-66,0
82,71,-29,-86,-31,0
0,92,0,60,55,0
-14,-69,-89,0,-67,-23
61,0,0,0,33,0
-87,-13,-15,0,0,0
18,-15,-58,0,0,-76
0,57,-48,63,0,0
32,38,0,0,0,0
42,0,0,0,0,0
-89,0,0,0,0,66
-82,-18,-33,0,15,0
65,0,62,0,0,0
0,0,17,0,0,0
45,0,0,0,24,0
15,0,0,0,0,84
-30,0,0,40,0,0
-25,0,0,0,-52,0
0,0,24,0,-23,0
0,0,-92,0,6,0
27,-76,-2,0,5,0
27,0,62,0,66,0
-86,-5,-67,0,-89,0
47,86,95,0,-58,0
-70,43,42,0,0,0
83,-34,-99,0,0,0
-2,18,-78,0,0,0
-62,44,0,0,0,0
0,31,0,0,45,0
0,-81,32,-36,0,0
57,63,15,0,0,0
0,-96,0,0,0,0
0,0,-51,0,0,0
0,0,0,0,0,0
-21,0,13,0,87,0
-81,0,-10,0,51,86
75,0,82,0,-37,0
52,0,0,2,-10,-89
20,0,-64,0,49,73
0,0,-74,7,-97,28
0,0,86,0,-27,-48
67,51,-21,0,44,0
-39,0,0,0,89,0
-67,0,0,-87,0,0
8,0,-67,0,0,0
0,-48,91,0,0,88
78,71,-20,0,0,0
0,90,11,0,-45,0
0,44,-69,0,50,-19
-74,28,31,-56,0,0
22,0,10,0,-52,-16
54,57,17,0,0,0
0,15,60,100,0,0
0,69,22,0,0,0
39,-15,-58,0,0,0
0,0,-89,0,-43,0
36,0,87,0,-37,0
0,0,38,0,0,0
0,0,0,-6,-63,0
51,0,0,0,14,0
0,0,7,0,55,0
-95,0,0,0,-55,0
40,86,18,0,0,0
0,0,-99,0,0,0
0,0,-30,0,69,5
84,-58,0,0,0,0
77,96,0,0,0,0
4,0,83,-69,0,35
-74,58,0,0,32,0
-43,0,-9,68,0,0
0,0,51,-98,-42,0
0,0,0,0,10,0
97,0,-56,0,84,0
0,23,0,0,87,0
0,100,-74,0,0,0
47,11,0,0,-48,0
74,-12,0,0,86,-23
-7,18,64,0,21,0
-100,0,99,0,100,0
-64,0,0,0,-41,31
-41,-13,-67,0,18,0
0,0,36,0,0,0
0,0,-90,0,0,0
0,0,0,0,0,0
-37,0,0,0,0,95
-22,0,80,0,-42,0
13,0,-24,0,0,-34
0,-81,-76,0,0,0
0,0,-79,0,0,0
0,19,0,0,76,0
-37,-79,3,0,-81,0
0,0,59,0,-90,0
0,4,-40,-77,24,0
25,0,-48,0,6,0
0,0,14,0,56,0
50,0,60,0,66,0
0,0,0,0,-33,0
0,-39,3,0,0,0
54,75,-61,0,29,0
-72,-38,0,0,-34,4
0,7,91,-80,0,0
22,0,57,0,0,0
31,0,-100,0,0,0
9,0,0,0,-84,-60
99,0,-59,0,0,0
0,-38,0,0,0,0
-50,77,72,0,0,52
10,0,0,0,0,0
0,0,-86,0,3,0
0,0,0,0,0,80
84,0,17,0,-74,89
-100,0,-68,0,0,0
-78,97,-93,0,0,0
0,0,0,0,0,0
-78,32,66,-57,40,0
-41,0,0,0,41,-33
0,0,19,-82,0,0
-88,28,-7,0,27,0
0,30,49,0,99,0
0,0,0,0,0,0
23,0,76,0,0,0
-93,-9,0,0,0,0
10,45,36,0,0,0
-22,-98,0,0,0,0
-51,0,-42,0,0,0
76,0,-12,0,97,0
95,0,-44,0,-13,0
50,0,-4,0,-21,0
-40,0,0,0,0,0
-53,0,0,0,0,0
0,0,-83,70,57,0
-92,91,-25,0,0,0
74,0,-65,0,84,0
38,0,-65,0,19,0
0,0,0,98,39,0
0,0,14,0,22,0
-89,0,-89,0,64,0
0,-88,0,0,18,0
-16,80,19,0,0,0
0,30,0,0,0,0
39,-63,69,0,23,0
74,96,-66,0,0,0
0,0,-38,0,0,0
93,91,-59,0,0,0
0,0,-84,0,0,-43
56,-28,-77,0,0,-27
0,-29,17,0,-20,0
-46,0,-3,0,8,0
0,0,-4,0,-68,0
-10,0,0,0,-48,0
0,0,-53,0,9,11
-88,-53,0,84,-91,0
63,0,-15,-23,78,0
83,0,0,0,0,0
77,0,29,0,-52,0
-55,0,0,-48,100,0
15,0,-91,0,34,0
19,0,0,0,0,0
0,22,0,0,0,90
0,0,51,0,0,0
31,0,0,0,0,0
94,96,0,0,0,0
0,77,-40,94,0,0
63,-27,61,0,0,0
0,0,30,0,97,54
0,-39,81,0,0,0
0,0,-18,0,0,-30
89,-26,17,0,0,0
-5,5,0,0,0,0
0,-88,-56,0,-26,0
-62,0,-11,0,73,0
0,0,-4,0,-61,0
0,0,0,0,87,0
0,-23,85,0,84,0
-10,0,-28,0,89,0
-50,0,0,0,92,85
0,0,0,0,0,0
0,86,0,0,0,-56
-81,0,-5,0,0,0
23,0,0,0,0,0
-75,0,83,0,6,0
0,-34,-31,0,0,0
0,0,-30,0,-52,0
0,0,-81,0,0,0
-87,-90,-22,0,0,0
-76,0,-72,0,10,0
-43,-68,-24,0,0,0
67,44,-24,0,0,0
0,70,26,0,0,0
-72,-11,-15,0,0,0
-92,34,26,0,71,0
0,62,-48,0,-74,0
0,-52,0,0,-34,0
94,0,-35,0,-89,0
38,0,79,0,-57,0
0,0,56,0,0,0
-63,0,0,0,0,0
-6,0,0,63,0,0
0,0,-43,0,0,1
0,0,56,0,0,0
0,0,-90,-28,0,0
-93,0,77,0,0,0
47,-89,-6,0,0,0
0,87,80,0,0,0
-14,0,0,0,75,0
-50,78,-62,0,91,0
0,-15,0,0,-97,0
0,0,0,0,40,0
0,40,-32,0,31,0
-12,0,34,0,-50,0
38,99,-52,0,46,0
0,-71,89,0,-16,0
84,94,0,0,91,0
0,87,0,0,-19,88
0,-86,0,0,0,0
0,87,0,0,0,0
0,0,0,0,0,-89
0,0,-69,0,0,0
0,0,0,0,0,0
0,0,45,0,0,0
0,0,-11,0,0,0
0,0,0,0,0,0
0,0,78,0,0,0
-19,0,98,0,0,0
0,0,0,0,0,0
-90,0,0,0,68,0
49,0,-6,0,54,0
-91,-88,29,0,0,0
3,-55,-81,0,60,0
-92,10,61,0,2,0
87,0,0,0,90,0
45,0,0,0,98,0
0,-43,44,0,31,77
24,-89,12,0,0,-14
-88,0,-92,0,0,0
0,-49,100,0,0,0
90,24,0,0,0,0
-24,-27,-95,0,-51,0
0,54,95,0,0,0
0,0,-57,-42,-35,0
29,0,-2,0,0,0
0,0,0,0,82,0
7,0,0,0,0,27
-68,0,-94,0,0,0
0,-71,-20,0,69,0
3,0,0,0,41,56
0,-89,0,0,0,0
46,-40,-46,0,17,62
23,-65,-33,0,71,0
0,82,0,0,94,0
45,-70,-66,-42,72,0
-32,0,64,0,-16,-7
8,-80,67,0,0,30
-65,0,0,0,0,0
0,73,-90,0,0,-17
0,-42,-16,0,0,0
9,-69,8,0,0,0
-44,-61,0,0,63,54
0,-18,0,35,0,-62
-93,-6,88,0,20,0
0,49,-7,0,8,0
0,-66,0,0,-43,0
-45,0,8,0,0,0
-85,0,0,0,-28,-98
-86,68,0,-66,12,0
33,0,0,0,-34,0
0,0,48,0,-24,0
13,-13,73,0,39,0
43,0,0,0,0,0
21,0,-57,0,-24,0
74,0,51,0,-9,-63
61,0,38,0,0,0
-62,0,0,-70,0,0
0,0,76,0,0,0
-35,0,-35,0,0,0
3,0,0,0,-9,0
85,0,-10,24,0,0
30,99,55,0,-75,-87
0,70,49,0,0,0
-57,75,0,0,43,0
0,-73,78,0,0,0
54,-88,0,0,22,-86
0,100,91,0,-51,0
0,-3,0,0,0,87
0,31,0,0,-40,0
95,0,0,0,29,0
-82,0,-48,0,0,0
-62,0,0,0,-58,0
0,-100,-37,30,-16,88
74,-87,98,0,-38,0
-83,7,81,0,0,0
-92,0,62,0,0,0
0,0,-56,0,0,0
-83,0,0,0,0,26
0,0,22,0,0,0
0,0,51,0,0,0
0,41,0,0,0,0
0,-45,0,0,48,0
0,0,0,0,100,0
1,-86,28,0,0,0
0,-46,0,0,89,0
0,74,-14,0,0,0
-73,0,53,0,-31,40
-82,-53,93,0,-44,0
0,0,-43,0,-41,-64
-43,10,22,-42,-72,0
-88,-4,0,0,46,0
-77,-51,68,0,0,0
-85,0,0,0,0,-36
-4,0,0,0,0,0
99,0,0,5,0,0
90,0,9,0,0,0
0,0,20,0,-42,0
58,0,-9,0,0,0
0,0,16,0,0,0
0,0,-59,0,0,0
0,0,0,0,0,0
0,0,-23,-24,0,0
0,0,-88,0,0,-7
-12,87,-78,0,-62,0
0,58,0,0,0,0
0,0,97,0,0,0
-45,-87,0,-69,-94,66
0,0,80,0,0,0
4,50,0,0,-78,0
-21,39,12,0,60,0
-45,60,-54,0,-42,0
0,29,16,71,47,0
14,-72,78,-30,0,0
82,-40,42,0,0,0
-28,94,0,0,0,0
0,0,-15,0,0,0
68,0,0,0,0,0
0,0,-67,0,0,0
0,0,86,0,0,-78
-67,0,66,0,0,0
0,55,59,0,-50,0
97,0,0,0,29,0
0,0,9,0,-87,0
0,0,0,0,51,0
0,-49,50,0,89,-95
0,0,0,0,41,0
48,15,0,0,0,-51
-25,3,76,0,0,0
-68,0,-40,0,-86,0
-20,0,0,0,47,0
0,-76,0,0,84,-71
0,92,0,0,0,0
60,72,84,0,0,0
-23,87,26,0,0,52
13,56,0,0,0,0
0,-12,-6,0,-91,0
29,0,72,0,0,93
0,-4,0,0,-92,0
0,0,63,0,0,0
0,0,76,0,0,0
0,0,0,55,0,0
90,0,79,0,-96,0
57,0,58,0,9,-97
-13,-14,12,0,0,63
83,-77,0,0,0,0
0,-5,17,0,62,0
8,0,0,0,-5,0
0,-80,79,0,-55,0
85,0,-46,77,-36,0
0,0,-52,0,-76,0
-56,0,-14,0,0,0
67,54,0,0,0,0
12,-72,67,0,76,0
0,32,27,0,0,0
80,-85,21,0,0,0
0,-89,67,0,38,0
86,-17,54,0,0,0
0,-27,70,0,54,0
62,54,-78,0,20,0
16,-91,0,0,0,-62
0,63,-86,0,0,0
-22,0,66,0,0,0
0,0,0,0,44,0
-42,0,-59,0,99,0
54,0,-10,0,7,0
-76,0,-8,0,-50,0
-74,0,89,0,91,0
39,0,-7,0,78,0
-10,-76,0,0,0,0
99,0,88,0,0,19
17,0,0,0,0,42
0,0,-33,0,0,0
31,0,-85,0,0,0
-14,0,-82,0,0,0
42,0,0,0,0,57
-30,80,0,-3,0,0
0,85,0,0,-99,55
0,-31,81,0,0,0
-37,0,-30,0,93,0
-71,-63,16,-40,91,0
0,-24,6,0,0,0
0,-34,-22,-15,0,0
0,0,0,0,9,0
100,-7,93,0,29,0
-48,0,38,0,74,0
0,0,1,0,-41,-30
0,97,36,0,-15,0
0,0,0,0,72,0
0,0,0,84,0,0
10,0,-17,0,0,0
0,-99,23,-65,0,0
-33,0,0,0,-83,0
0,0,34,0,-69,-86
0,0,-6,80,0,0
29,-40,23,0,0,0
0,0,-3,0,0,0
0,0,0,0,-66,0
0,9,5,0,7,-94
0,4,0,0,0,0
0,22,0,0,89,0
20,1,0,0,0,0
0,-2,45,0,0,0
31,0,-53,0,4,0
0,86,-94,0,-18,-55
0,-26,0,0,59,66
5,0,-8,0,-75,0
40,5,0,0,20,0
0,0,0,0,0,0
47,0,73,0,0,0
-78,0,60,0,0,0
90,0,0,0,-31,0
0,0,48,0,0,28
0,0,0,0,0,0
0,0,-27,0,7,0
-47,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,-42,0
0,0,0,0,0,0
-76,0,39,0,0,0
0,-46,-33,0,-30,0
-19,54,-58,0,-54,-52
0,0,-45,0,57,0
11,0,53,0,-7,-98
51,24,-88,0,-13,0
93,0,-85,0,-15,0
-16,-37,-98,0,-27,0
-17,-1,-54,0,0,0
22,-15,-51,0,0,0
0,-53,-87,-72,0,0
-94,-19,71,0,79,0
95,0,19,0,0,-99
0,0,0,0,0,0
59,0,-98,68,0,0
0,41,-84,0,-33,0
51,0,0,0,7,59
16,0,23,0,0,0
-73,0,35,0,-93,0
-100,0,-48,0,-50,0
-18,-21,-79,0,0,0
-46,0,11,0,91,0
92,30,75,0,54,0
-97,39,-28,10,53,0
-85,0,-77,0,-94,0
0,-76,79,0,19,0
0,0,96,0,-47,0
-29,0,-5,0,0,0
26,27,-78,0,0,0
72,0,0,0,0,-10
-94,23,-21,0,50,0
18,-32,-79,0,0,0
0,37,-21,0,0,0
0,0,0,0,-94,0
-18,-80,93,0,29,0
-11,0,31,0,0,0
-37,0,-29,0,0,0
-59,0,91,0,0,0
0,0,49,0,0,0
-60,0,80,0,-5,0
0,50,0,0,-60,0
30,0,-62,55,83,0
0,79,-69,0,0,0
0,17,0,0,98,0
51,40,41,0,-41,0
0,48,81,0,0,0
70,0,-89,0,0,0
0,-76,50,44,0,0
-86,0,0,0,0,0
30,0,25,0,0,0
56,0,-54,0,0,0
-19,39,94,0,-46,80
-56,-70,-14,0,0,0
-93,0,-36,0,13,78
23,64,-19,0,0,0
28,-60,0,0,0,-21
-65,-74,88,0,0,0
0,73,54,0,0,57
0,0,6,0,0,19
-55,0,-74,0,-30,0
0,0,69,0,25,0
28,0,-55,0,0,-34
-100,0,-81,0,8,-6
-60,0,90,0,-39,-17
59,0,-51,0,-55,0
-65,-84,97,0,0,0
0,53,11,0,0,0
0,0,72,0,0,0
55,0,-20,0,0,0
75,44,-4,0,0,0
0,0,65,0,0,0
14,79,-2,0,0,0
-45,0,59,0,39,0
0,-41,93,0,0,0
0,-18,0,0,0,-42
-17,-95,0,0,-32,0
89,94,-4,0,0,0
-24,60,-63,0,0,60
-98,-13,0,0,0,0
0,0,47,9,11,0
0,-22,76,0,31,70
0,0,-78,0,-22,0
-95,0,45,0,44,0
0,0,-60,-50,-39,0
0,0,77,0,0,0
56,0,0,0,0,0
58,-12,0,0,0,64
51,42,27,0,0,0
-65,0,-81,0,0,0
0,0,0,0,0,0
0,0,87,0,0,0
0,93,10,0,0,99
0,0,55,0,44,0
0,0,0,0,0,0
68,0,-13,0,0,0
0,0,84,-32,45,0
-9,0,-21,0,67,-95
-4,0,31,0,-36,0
10,-4,-60,0,-74,0
-30,75,82,0,0,0
26,11,-3,0,-43,0
-93,-36,14,0,0,0
0,-40,-41,0,0,0
0,57,20,0,0,0
38,0,66,0,0,0
0,0,-62,0,0,0
2,-9,-83,0,0,0
0,0,-86,0,0,59
-31,0,-26,0,-62,0
-76,0,-38,0,0,0
0,0,-94,0,43,0
0,-50,0,0,62,0
17,0,0,0,0,0
0,76,-44,0,-30,0
60,0,-71,0,0,0
0,82,83,0,0,-4
-30,-40,-50,0,0,0
0,69,96,56,-95,-43
0,99,51,0,0,0
0,-91,5,0,-29,34
0,62,0,0,-50,0
0,28,-69,0,78,0
54,-6,23,0,0,0
-70,-28,31,0,0,0
8,0,0,0,0,0
0,-25,13,0,0,12
-51,-28,0,0,0,0
0,0,0,0,0,0
96,0,51,0,0,0
80,0,0,0,0,96
0,0,0,0,0,0
94,0,42,0,0,-73
-75,0,-7,0,0,0
0,-23,68,16,-56,0
0,-4,0,0,-30,0
0,40,0,-11,0,0
0,0,18,0,58,54
28,76,0,0,0,58
88,92,-49,0,29,0
-56,0,0,0,-25,0
0,0,0,0,-90,0
0,-20,-2,0,0,2
87,48,-65,0,0,0
0,7,-19,0,49,0
0,37,-47,0,0,0
53,4,0,0,35,0
0,0,-10,0,0,0
100,0,-91,0,0,0
28,65,-20,0,-14,0
-80,-90,-63,0,0,0
0,0,0,0,94,-46
-16,-90,19,0,0,0
12,0,38,0,-29,0
-75,0,82,0,-13,0
0,-77,-14,0,42,0
-20,0,0,0,23,0
-83,-74,59,0,99,0
0,41,0,0,16,0
0,0,34,0,-66,0
0,-44,21,0,-44,0
0,0,0,0,0,0
-88,0,0,0,0,0
-28,4,-81,0,0,-89
80,0,-85,0,0,0
61,-33,53,0,91,0
0,0,82,0,72,-49
0,0,-53,0,-55,0
-58,28,46,0,0,0
99,0,52,0,0,-94
-23,-20,33,0,9,0
-24,0,30,12,-41,76
0,84,59,0,10,0
0,22,-64,0,0,0
22,0,6,0,-25,0
11,0,82,0,-85,0
-77,0,42,0,36,0
0,0,-98,0,45,0
0,0,0,0,18,0
-54,78,-23,0,88,0
0,0,0,0,0,0
79,0,87,9,0,0
98,10,0,0,0,0
9,0,0,0,0,0
0,0,-38,0,-94,20
0,0,0,0,-2,0
-8,0,-71,0,0,0
46,8,81,0,0,0
-44,12,-78,71,0,0
-42,85,83,0,0,0
-82,-54,56,0,0,0
0,-53,-86,0,0,0
10,20,54,0,66,0
0,85,-70,0,40,0
0,-40,51,-64,80,0
0,-98,81,0,0,0
82,-71,-51,0,-86,0
-70,0,-82,-96,-16,24
48,0,-53,0,27,0
-20,79,99,0,0,0
8,0,0,-54,0,0
-62,0,14,0,0,0
28,0,85,0,0,0
55,0,97,0,0,0
7,0,70,11,0,0
84,0,41,0,0,0
0,69,-69,0,0,0
-44,-64,-56,0,0,-64
64,57,0,0,0,0
98,80,73,-51,-52,49
68,8,-99,0,0,-4
0,0,-62,0,52,0
0,0,0,0,-19,0
-21,-91,0,0,0,0
0,28,-35,0,49,0
0,0,-36,0,-82,0
5,36,0,0,-80,0
-14,-81,0,0,52,0
0,-39,0,0,0,0
0,23,-53,0,0,0
-79,0,-70,0,0,0
0,0,0,0,0,0
-52,0,0,0,0,0
-73,0,0,-97,0,0
41,0,-70,85,0,-11
-79,0,12,0,0,0
-65,0,0,0,0,0
-80,0,0,0,46,-49
-19,-61,-20,0,0,0
0,0,0,0,-94,0
0,0,38,0,-91,70
9,0,-24,0,76,0
0,59,41,0,0,0
-77,0,-99,0,0,0
0,25,0,0,71,-54
0,-47,0,0,35,0
-85,0,-14,0,-77,-9
61,0,0,0,0,-55
0,0,4,0,0,0
-56,46,-28,-78,0,0
0,-17,-35,0,61,0
0,-98,-71,40,42,0
0,69,0,0,0,0
-14,0,0,0,11,0
-5,0,-40,0,0,0
75,0,0,0,-75,96
0,80,-91,0,79,0
0,0,-52,0,0,0
33,0,93,0,35,0
-64,0,-74,0,64,35
23,-43,11,0,85,0
0,0,0,0,-82,0
-18,-35,-82,0,63,0
55,83,-15,0,24,0
0,-26,62,-18,-36,0
56,-82,42,0,28,0
0,0,0,0,0,0
83,0,0,0,0,-16
51,-44,88,0,40,0
21,58,0,0,0,23
-24,-33,-30,0,5,0
0,-67,64,0,0,0
-15,45,0,0,0,-84
-57,0,59,0,0,0
82,82,-11,0,0,0
-16,-15,-81,0,46,0
0,0,1,0,0,0
-82,0,56,0,-82,0
-13,0,0,-67,-49,0
-72,0,-98,0,100,-38
0,0,-43,0,0,-56
0,0,73,0,-69,0
96,0,-16,0,-75,-35
